id,text_excerpt,verdict
uk_066,"Кримське золото буде зберігатися в музеї Нідерландів до рішення судді | NTER.NET.UA - Территория новостей Кримське золото буде зберігатися в музеї Нідерландів до рішення судді На початку лютого, до приєднання Криму до Російської Федерації, скіфське золото з музеїв Криму вирушило на міжнародну виставку в Нідерланди. Тепер же київські власті вимагають повернути експонати Україні, так як вони є державною власністю, а Крим наполягає на поверненні колекції у ті музеї, з яких вона була взята. Музей",
uk_067,"Україною поставок електрики до Криму Росія має право накласти на Київ штрафні санкції в розмірі 20% від вартості поставленої електрики. Яценюк просить роз'яснити, чому в контракті Крим позначений як ""Кримський федеральний округ Російської федерації"", оскільки це можна розцінювати як визнання Україною російської приналежності півострова. Нагадаємо, Укрінтеренерго уклало прямий договір з РФ на постачання електроенергії. У Міненерго повідомили, скільки коштує Україні електроенергія з РФ ТЕГИ: Украи",
uk_068,"до Криму завершиться картинкою «Путін і вдячні кримчани» – експерт 18 березня 2016, 15:39 Петро Олещукполітичний експертДля президента РФ черговий візит до Криму – не більш ніж піар-поїздка в стилі «Крим наш». Про це в коментарі «Слову і Ділу» розповів політолог Петро Олещук, аналізуючи інформацію про те, що президент РФ Володимир Путін їде в Крим, щоб ознайомитися з ходом будівництва мосту через Керченську протоку. «Насправді, головна мета поїздки Путіна до Криму полягає в іншому аспекті. Оскі",
uk_069,"ідтримки Ради Європи (European Youth Foundation) з 1 по 7 липня 2014 року. Він збере учасників із наступних міст та регіонів: 1) Вінниця; 2) Чернігів; 3) Рівне; 4) Запоріжжя; 5) Донецьк; 6) Окупована республіка Крим. Усім, хто хоче прийняти участь у проекті від Пангеї: учасники проекту - молоді люди віком від 14 до 20 року, мешканці Вінниччини; також потрібно пройти попердній відбір, завантаживши анкету учасника із розділу ""Документи"" нашого сайту, та скинути його на пошту: Ця електронна адреса",
uk_070,"овік, ще 395 тисяч чоловік є жителями Севастополя. При цьому в Криму проживає більше жінок, ніж чоловіків - 53,9% і 46,1% відповідно. Сурінов зазначив, що, згідно з попередніми результатами перепису, Республіка Крим займає 27 місце по числу населення серед російських регіонів, а місто федерального значення Севастополь – 77 місце. Постійне посилання : http://vestiua.com/ua/news/20141218/62334.html",
uk_071,"брав активну участь у спробах створення проросійського Курултаю, особисто вмовляв делегатів національного з'їзду, вів агітацію серед підприємців. Усе марно. Ідилія тривала, поки Путін не ліквідував «кримський федеральний округ» і не перевів Белавенцева на Північний Кавказ. Ескендер Білялов «осиротів» у політичному сенсі слова. Зрештою, він залишився без гучної посади, з якої намагався впливати на кримських татар, без політичних перспектив і, найголовніше, втратив повагу співвітчизників. Важко п",
uk_072,"ента Росії Володимира Путіна Георгій Мурадов. «Мені здається дуже великою ініціатива греків Тавриди використовувати в назві нашої республіки поряд з наявним ще додавання історичне, яке б звучало так: Республіка Крим – Таврида», – зазначив він. Теги: Зеленский Крым",
uk_073,". Стосовно України більшість росіян дадуть відповідь ту ж, що і стосовно окупованого Криму: що питання повернення країни до складу Росії неминуче, що це якась історична помилка і так далі. Не тільки «Крим наш», а й «Україна наша». Ось це треба розуміти – що вони готові до таких дій. Якщо завтра буде відданий наказ, причому не «зеленим чоловічкам», як 2014 року, а російським військовим, то в російському суспільстві заперечувати ніхто не буде. «Марші миру», як 2014 року, проводити тут теж нікому.",
uk_074,"заново долучаючись до української культури та історії. Однак так було не завжди... Він не стояв на площі з триколором і не закликав Путіна ввести війська на свою рідну землю, хоча з дитинства чув, що Крим — це російська земля. Тривожні події початку 2014 року для нього зводилися тільки до хвилювань у Києві. У нього не було ясної картини того, що відбувалося в Криму і розуміння, до чого може призвести вже давно розпочата путінська гра в «єдиний народ». ...Сьогодні Юрій Тарасов живе у Львові — «ба",
uk_075,"сту Роману Скрипину, яке отримало політичний підтекст. Телеведучий поставив дівчатам питання про те, чий Крим. Однак, ні Анна, ні Марія на стали відповідати на дане питання до самого кінця інтерв’ю. «Крим наш, бо це наш дім. Наш з сестрою, ми там народилися, ми там почали співати», «А чий же Крим, якщо ми їдемо через два кордони?», «Крим залишився Кримом, бо там ті ж самі гори, ті ж саме море», — намагалися піти від відповіді учасниці групи. Але, коли вони зрозуміли, що відповісти на питання все",
uk_076,"mas со звучанием между dark ambient, ethereal, neoclassical и new age. От O Come, O Come Emmanuel до Together, и мрак Рождества идет постепенно, плавно, без ... [читать далее] IC3PEAK - Сладкая Жизнь Country: Russia Released: 03 Nov 2017 Genre: Electronic, Hip Hop, Funk / Soul, Pop Style: Bass Music, Experimental, Indie Pop Rating: 9/10 «Сладкая жизнь» превратила аудиовизуальный террор в подмосковную готику и в dream pop пастораль. Но на самом деле, при всех этих уходах от общего к частному, от",
uk_077,"й стрибун у світі Гарі Хант. Кліфф-дайвінг на скелі Діва в Криму Треба віддати належне Артему Сільченко як пропагандистові виду спорту, яким він займається. Ще в лютому 2015 року, через півроку після возз'єднання Криму з Росією, він приїхав до Ялти на традиційну курортну виставку, що проходила в готелі ""Ялта Інтурист"". З друзями-спортсменами вони влаштували захоплююче видовище - стрибки з ресторанного комплексу готелю висотою 24 метри в невеликий басейн. Артем анонсував майбутній кубок світу, як",
uk_078,"ями справді вишикувалися черги. Проти ""бандерівців"" та за стабільність Майже всі з тих, з ким кореспонденту російської редакції DW вдалося поспілкуватися в день референдуму, заявили, що виступають за приєднання Криму до Росії. ""Ми проголосували за стабільність. Ви ж бачили, що відбувалося у Києві"", - пояснила уродженка Уралу, пенсіонерка Ніна. ""Україна продала нас ""бандерівцям"", - вторив їй молодий чоловік, який представився Ігорем. Татари на під'їзді до найбільших міст Криму влаштували акції пр",
uk_079,"лією Челебі на кожного татарина припадало 4 невільники; рабів тримали також християни) такий індекс повинен становити не менше 10—11 осіб на будинок, садибу, «вогнище». Для 1783 р., тобто для моменту приєднання Криму до Росії, коли кількість невільників значно зменшилася, запропоновано на практиді індекс 7-8 осіб на один двір (див. підрахунки в ст.: Дашков Ф. К вопросу о количестве населения Таврической губернии в начале XIX ст. // Известия Таврической ученой архивной комиссии. — Симферополь, 19",
uk_080,"що на Росію треба образитися | Українська правда Середа, 31 травня 2006, 15:24 Так член ""Регіонів"" Євгеній Кушнарьов прокоментував ініціювання Держдумою РФ запиту до російського уряду про можливість приєднання Криму до Росії, повідомляє прес-служба Партії регіонів. ""Подібного роду політичні декларації викликають, як мінімум, здивування. Нічого хорошого в зміцнення добросусідських відносин між Україною і Росією вони привнести не можуть"", - заявив Кушнарьов. За його словами, ""противників україно-",
uk_081,". Маячня про РУБ(ль), союзну республіку Росії, України та Білорусі, в якій він би став президентом, час від часу зринає у його хворій голівоньці. Красиво піти означає для Путіна безповоротно залишити Крим у складі Росії, а мешканців тимчасово окупованих територій Донецької і Луганської республік – заручниками, які би постійно тримали Україну в напрузі. Як не дивно, інтереси Путіна і Зеленського співпадають. Російський президент готовий терпіти звинувачення на свою адресу з боку президента україн",
uk_082,"одні коротко, бо п'ятниця Почитав я тут один кримський форум. Шо я вам скажу? Новоявлені руські гражданє, не побоюсь етого слова, слєгка обескуражені. Пишуть один одному: що за фігня, так сказать? - «Крим наш», а покращення по Путіну оказалось ще хуже чим покращення по Януковичу… Руський дух, православіє, народность і всеобщий под'йом є, а бензіну, грошей і туристів нема… Сбой якийсь у програмі случився… «Нас не наєбали часом?» – починають вони осторожно інтересуваться… Там (на форумі), кстаті,",
uk_083,"Путін почав процес приєднання Криму до Росії - 0532.ua Путін почав процес приєднання Криму до Росії 08:27, 18 березня 2014 р. Президент РФ Володимир Путін повідомив Раду Федерації, Держдуму і уряд РФ про пропозиції Криму та Севастополя щодо їхнього прийняття до складу Росії. Про це повідомили у прес-службі Кремля. Згі",
uk_084,"науки заявив, що, вивчаючи рух тектонічних плит, він виявив зближення окупованого півострова Крим з материковою частиною Росії. ""Ми пробували вирішити таку задачу (про рух тектонічних плит) у момент приєднання Криму до Росії та з'ясувати, куди ж рухається Крим. Виявилося, що він рухається до Росії - на північний-схід"", - цитують Іпатова РИА Новости. Читайте також: Російського науковця в Німеччині запідозрили в шпигунстві - Der Spiegel За його словами, швидкість руху Криму до РФ становить 2,9 мм",
uk_085,"оморського флоту: виставка он-лайн 13 травня 2013 р. На веб-сторінці розміщено виставку он-лайн документів з фондів Державного архіву Одеської області присвячену 230-річчю Чорноморського флоту. Після приєднання Криму до Російської імперії, у квітні 1783 року до півострову був відряджений фрегат «Осторожный» під командуванням капітана ІІ рангу І.М.Берсенєва. Під час обстеження південно-західного узбережжя, найбільш придатним місцем для розташування майбутньої військово-морської бази флоту було об",
uk_086,я селян Лівобережжя та Слобожанщини Г ліквідація полково-сотенного устрою на Лівобережжі 43. Установіть хронологічну послідовність подій другої половини ХVІІІ ст. А проведення Другого поділу Польщі Б приєднання Криму до Російської імперії В приєднання Галичини до володінь австрійських Габсбургів Г початок Коліївщини 44. Установіть хронологічну послідовність подій. А створення Чорноморського козацького війська Б ліквідація царським урядом Запорозької Січі В створення Задунайської Січі Г створення,
uk_087,"риму[ред. • ред. код] Незважаючи на часткову мовну асиміляцію кримськими татарами (див. ст. уруми ), греки Криму в цілому продовжували сповідувати православ'я аж до кінця XVIII століття. Незадовго до приєднання Криму до Росії в 1777 - 1778 роках Катерина II звеліла насильно переселити православне населення півострова в район сучасного Маріуполя . Частина греків, бажаючи уникнути депортації, перейшла в іслам. Татаромовні греки села Керменчик (перейменованого в Висока в 1945) довго зберігали грець",
uk_088,"ід «Дождя» в десяти тисяч убитих росіянами українців на Донбасі. Безмежний цинізм ординців. А загалом, годі слухати ці теревені начебто з критикою дій Кремля щодо України, але з принципових питань – «Крим наш!», «Російських військ в Донбасі немає!». Коли ж так, то радійте собі, панове цьому в своїй рідній рашці. Ні, як бачимо, їх це зовсім не цікавить. Їм потрібно понад усе це «вєщать» виключно на Україну. Аби шукати дурнів, які б повірили їм, на нашій стороні. Звичайно, «Дождь» це не ломовий, н",
uk_089,"Порошенком Путін має визнати законними вибори президента України і особисто зустрітися з новим главою держави Петром Порошенко, підкреслив Обама. Відносини між Москвою і Вашингтоном зіпсувалися після приєднання Криму до Росії. США ввели санкції проти низки російських чиновників і компаній, які, на думку Білого дому, причетні до подій у Криму і на південному сході України. вибори, Україна, Путін, Обама, Порошенко, схід Ви зараз переглядаєте новину ""Обама розповів, що має зробити Путін для поліпше",
uk_090,"рнею (БАМ, Варшава) в березні - квітні цього року. Видання відзначає, що значне зростання проросійських настроїв серед білорусів сталося три роки тому після початку російсько-українського конфлікту і приєднання Криму до Росії. Тоді частка прихильників інтеграції з Росією збільшилася на 10 процентних пунктів, і досі залишається на цьому рівні, свідчить опитування. До слова, в оцінці ситуації з Кримом більшість білорусів підтримують дії Росії. Так, 65,7% назвали приєднання Росією Криму ""правомірни",
uk_091,475) Регіон Вся Україна Івано-Франківська Волинська Вінницька Дніпропетровська Донецька Житомирська Закарпатська Запорізька Київська Кіровоградська Луганська Львівська Миколаївська Одеська Полтавська Республіка Крим Рівненська Сумська Тернопільська Харківська Херсонська Хмельницька Черкаська Чернівецька Чернігівська Вся область Авдіївка Амвросіївка Бахмут (Артемівськ) Велика Новосілка Волноваха Володарське Вугледар Горлівка Дебальцеве Добропілля Докучаєвськ Донецьк Дружківка Єнакієве Жданівка Ко,
uk_092,"рафону за участі зірок російської естради. Перше оголошення відбулося о 20:30. Малишев запевнив, що журналістів допустять до висвітлення процесу підрахунку голосів. Нагадаємо, за даними екзит-полу за возз'єднання Криму з Росією проголосували 93% учасників референдуму.",
uk_093,"ув представлений в березні цього року, у другу річницю ""референдуму"". Зйомки другої стрічки розпочалися в травні. ""Після прем'єри нашого першого фільму ""Чудо в Криму"" в дні святкування другої річниці приєднання Криму до Росії ми зрозуміли, що прем'єра повинна відбуватися в ці дні завжди. У всякому разі в наступному році, сподіваюся, саме 16-18 березня відбудеться прем'єра тут"", - уточнив режисер Віталій Павлов. Друга картина називається ""Першокласники з Криму"". ""Це не випадково, що в назві знову",
uk_094,"кто на сюрпризы даже надеялся. Например, москвичи, паникующие на фоне быстрой деградации своего привычного… 11:51 Голова Законодавчих зборів Севастополя Олексій Чалий зізнався журналістам, що готував приєднання Криму до Росії ще з 2004 року, але тоді ситуація ""не сягнула такого екстриму"". Таку… 10:57 Глава МЗС РФ Сергій Лавров вважає, що закон ""Про підтримку свободи України"", що загрожує новими санкціями проти Росії, здатний підірвати взаємини Москви і Вашингтона. Таку заяву Лавров… 10:14 Презид",
uk_095,"б приберуть російського імперця Ілью Звєрєва #79 2017-11-30 21:53:56 якщо розібратися. Де-юре - Україна. А де-факто - Росія. Ну толку що наші там розпинаються що Україна - Україна. Але змінивши мапи Крим нашим не стане. Бо така у нас влада... #80 2017-11-30 23:42:35 Бо така у нас влада... Яка така? https://www.openstreetmap.org/way/120294383 - якась підозріла назва. #81 2017-12-04 10:38:46 ...цитуючи відомого ведучого ""Прос...и Крим. Мудаки""! #82 2017-12-04 11:28:36 якась підозріла назва. уже р",
uk_096,"оводом К. 5.10.1648 здобули штурмом Високий Замок -найголовніше укріплення Львова. Помер К. в серед, листопада 1648 від чуми, яка спалахнула в українській армії під час облоги Замостя. КРИМ (з 1991 - Республіка Крим, автономія в складі України) - адміністративно-територіальна частина України, що знаходиться на території Кримського п-ова. Знаходиться між 46015 і 44023 північної широти, омивається водами Чорного та Азовського морів. На півночі Кримський півострів з'єднується із східноєвропейською",
uk_097,"д України – було оголошено про перехід на московський час і заміну гривні на рубль, а також націоналізацію енергетичних об’єктів. При цьому сьогодні Держдума Російської Федерації вже проголосувала за приєднання Криму до Росії. У свою чергу, зі зверненням до українських громадян виступив і прем'єр-міністр Арсеній Яценюк. Він розповів про провокації російських спецслужб, спрямовані проти цілісності України, й поділився планами влади щодо стабілізації ситуації. Нагадаємо, 28 лютого Турчинов пообіця",
uk_098,"ли на увазі, просто помилилися, описка. Хтось помилився просто, яке може бути через це негативне ставлення. Що на це ображатися, всі робимо одну справу, — сказав колаборант. Читайте також: «ДНР-ЛНР»: Крим — це Росія і ми теж хочемо Попередня публікаціяНа Подолі зносять чебуречну, яку відкрили переселенці з КримуНаступна публікація""МЗС ДНР"" вважає, що Донецьк - це Росія editor1",
uk_099,"МЕ В УКРАЇНІ - Я сподіваюся, що за три місяці, як ви обіцяли, ми з вами будемо говорити українською мовою під час інтерв'ю, розпочинаємо російською. Можливо, вас це вже запитували, але запитання про ""Крим наш чи не наш"", і про те, хто з ким воює, загубилося... Взагалі, як ви опинилися на посаді заступника Михайла Саакашвілі? - Так. Мені рекомендували... Тобто були спільні друзі – я навіть не знаю, хто насправді, – спільні якісь знайомі, які знали, що є я, є Міхеіл, і ось йому про мене сказали. В",
uk_100,"іть пересилили з рідної землі в райони північного Приазов''я. В Петербурзі вважали, що депортація кримських християн, переважно ремісників та купців, знищить економіку Кримського ханату, та полегшить приєднання Криму до Росії. Жертвам же сваволі, як завжди, пояснювали, що вигнання здійснюється заради їх же власного добра.На початку ХІХ століття, після чергового повстання греків на островах Егейського архипелагу та жорсткої розправи після придушення виступу, тисячі греків переїхали до Російськолї",
