id,text_excerpt,verdict
uk_068,"иві пацанчики починають на простих запитаннях і фактах розуміти, що в тому Криму вони ніколи не були і поїдуть в Туреччину або Таїланд, бо в Криму дорого, і такі дибіли як вони кричать по всій Росіі «КРИМ НАШ», але нащо він ім і скільки позору і проблем приніс вони не розуміють. Хлопці з хвилини 5:40 просто прозрівають. Галичанин взагалі поклав їх на лопатки і почув саме головне післясвого запитання до російського пукана «От скажі мнє, тєбє что от єтого Крима?» відповідь пукана що на екрані «Ніх",
uk_069,"сова бійка за участю охоронця і відвідувачів закладу. У разі загострення ситуації на Донбасі, російські війська перейдуть в наступ на Маріуполь, Артемівськ і Запоріжжя. Стало відомо, як міст Путіна в Крим нашкодив економіці України Внаслідок будівництва Росією Кримського моста в окупований півострів Маріупольський порт втратив багатьох ринків збуту. У мережі розповіли про інцидент з прапором України в Маріуполі: фото У Маріуполі помітили поліцейський автомобіль з заклеєним скотчем прапором Украї",
uk_070,Продаж будинку 1к. 102 м² 2пов. 8800000 ₽ квадом №864536 | kvadom.com KvaDomПродаж будинківПродаж будинків RussiaПродаж будинків УкраїнаПродаж будинків Південний федеральний округПродаж будинків Республіка КримПродаж будинків Феодосійська міська радаПродаж будинків Берегова сільська радаПродаж будинків Берегове Продаж 2-поверхового будинку З ремонтом З земельною ділянкою 7 сот. Інтернаціональна вулиця Берегове Берегова сільська рада Феодосійська міська рада Республіка крим Південний федерал,
uk_071,"ною правовою інституцією — Венеціанською комісією. За даними екзит-полу, проведеного Кримським Республіканським інститутом політичних і соціологічних досліджень, 93% кримчан на референдумі підтримали возз'єднання Криму з Росією.",
uk_072,"телеканалів у концентрованому вигляді показав, що російська мова й калькування з російської попси — їхнє, менеджерів вітчизняних «кнопок», всьо. Це тоді, коли Російська Федерація відібрала в України Крим, російські найманці стріляють у наших вояків на Донбасі і прямує наша країна в напрямку Європи. Емоційно телепрограми новорічної ночі обговорювали у соціальних мережах. «Судячи з новорічного етеру, рашистські телеканали остаточно прибрали з України заради того, аби згодувати нашому глядачеві гі",
uk_073,"на в’їздах і зайнявши аеропорт. 16 березня в Криму і Севастополі пройшов незаконний «референдум«, за результатами якого 96,77% виборців республіки і 95,6% виборців Севастополя нібито роголосували за приєднання Криму до Росії. Теги: 26 лютого, День опору Криму, Крим, окупація, Україна, Еміне Джапарова",
uk_074,"ського президента мер Генічеська. 5 січня «голова» окупованого Криму Сергій Аксьонов озвучив нову версію про нібито прохання влади Генічеська щодо постачання газу з території Криму. «Ще минулого року республіка Крим постачала місту Генічеськ Херсонської області газ для опалення. Цього року від влади міста надійшло аналогічне звернення із проханням допомогти нашим сусідам у складний період, оскільки область України в умовах енергодефіциту і зниження температури повітря зіткнулась із проблемами оп",
uk_075,"онах будує монастир«Новая» (Украина): Парк Киевского периода«Русские на Украине»: В Киеве прошел Славянский марш«Киевская Русь» (Украина): Рассказать взрослым о Ковчеге“Контраст” (Україна): Ісламська Республіка Крим?«Медиапорт» (Харьков): Безымянный конкурс. Как выбирали проект памятника Священномученику Александру?«Андреевский вестник» (Одесса): Чтец в Православной Церкви«Газета по-киевски»: Пасха. День второй«Газета по-киевски»: Две Троещины«Известия» (Россия): ""Киев - южная столица русского п",
uk_076,"нформаційне та культурне поле України, давши шанс розвиватися якісному вітчизняному контенту. Ярослав Жаренов, заступник головного редактора ""Апострофа"" Версія для друку Теги: СБУ, Варламов, Україна, Крим, Росія, анексія, Лебедєв, артисти, Дельфін",
uk_077,"Наразі тривають консультації з партнерами щодо подальших дій"", - розповіла кореспондент, пояснивши, що так делегація відреагувала на слова пропагандистів із Криму, які під час представлення заявили: ""Крим, Росія"" (зокрема, йдеться про головного редактора видань ""Крымская газета"" і ""Крымский журнал"" Марію Волконську). У Варшаві відбувається щорічна нарада ОБСЄ з виконання зобов'язань держав-учасниць у людському вимірі. У заході бере участь українська офіційна делегація на чолі з заступником мініс",
uk_078,"ся до питання про незаконність перебування Криму у складі України. Депутат Державної думи Росії, член фракції “Родіна” Віктор Алксніс прибув до Симферополя для участі у заходах з нагоди 222-ї річниці приєднання Криму до Російської Імперії, яка відзначається сьогодні.",
uk_079,"динках та спілкувався з ними. Завдяки стрічці молоді люди відчули трагедію та страх татарського народу, його непереборне бажання відроджуватись та розвиватись. В одному аудиторія була єдиної думки – «Крим наш і татари наші, бо вони хочуть бути з нами». 14 Травня Комунальні платежі без проблемУ відділі абонемента відбувся тренінг в межах проекту «Нам літа не біда» на тему «Оплата комунальних послуг он-лайн».Повніше На занятті учасники познайомились з можливостями сплати рахунків за комунальні пос",
uk_080,"я настільки сильною, що змушує компанії і громадян купувати іноземні товари, незважаючи на зростання цін. Нагадаємо: імпортозаміщення було заявлено президентом Володимиром Путіним у 2014 році — після приєднання Криму до Росії — як політика підвищення конкурентоспроможності російської продукції з метою виведення її на світовий ринок. Таким способом передбачалося зміцнити вітчизняну економіку. Кампанія заміщення імпорту почалася з введення антисанкционных заборон на ввезення м’яса, риби, молока, о",
uk_081,"ту іноді називають «російською Ніццою», – йдеться у повідомленні. В офіційній відповіді прес-служби мерії Ніцци, на відміну від повідомлення на сайті мерії про зустріч керівників міст, де згадується «приєднання Криму до Росії», Ялта не згадується як частина російської або української території, а просто як «місто-побратим Ніцци з 1960 року». Крістіан Естрозі підтвердив, що отримав листа з приводу його зустрічі з мером Ялти від посла України у Франції Олега Шамшура, і пообіцяв йому відповісти най",
uk_082,"іації ""Франко-російський діалог"" Тьєррі Маріані. За даними видання, на завершення дня президент РФ відвідає концерт, присвячений святкуванню ""п'ятої річниці загальнокримського референдуму 2014 року і возз'єднання Криму з Росією"".",
uk_083,"ремістів були сильно перебільшені і разом із плітками про нібито-наближення атак націоналістів на росіян-мешканців Криму «мали створити клімат страху та загрози, який посприяв би підтримці населенням приєднання Криму до Росії», — сказано в рапорті. Згідно з визначеннями Ради з прав людини, в Україні під час протестів загинула 121 людина, а в Кримі перед референдумом дійшло до затримання й навіть тортур активістів та журналістів, які були проти цього голосування. Рапорт також стверджує, що корупц",
uk_084,"мер Москви Лужков, стали персонами нон-грата саме через свої висловлювання щодо Криму. Також, у 2008-2009 р.р. СБУ порушила кримінальні справи проти керівників кримської сепаратистської організації «Севастополь-Крим-Росія», в судовому порядку було заборонено діяльність «Донецької республіки», фактично припинено підривну активність сепаратистів т.зв. «Сойму Підкарпатських русинів» . Сьогодні можна казати що завгодно, але я чомусь не пригадую щоб до 2010 року подавали якісь ознаки життя «Українсь",
uk_085,"ь спеціально підготовлених кадрів. Одна із основних задач національного рівня - збір бази даних про стан і порядок використання земель, надання банку даних законодавчим органам. Регіональний рівень - республіка Крим, м. Київ, м. Севастополь та 24 області. Регламентує роботу в автономній республіці Крим, що визначається Постановою Кабінету Міністрів України і проводиться у відповідності Конституції і земельно-кадастрових документів республіки Крим. В м. Київ і м. Севастополь теж спеціальні постан",
uk_086,"Криму залишається цілий ряд найбільш сучасних кораблів, у той числі «Костянтин Ольшанський», «Тернопіль», «Хмельницький», «Луцьк» і «Придніпров'я». мітки: 10 мабр, 11, авторські публікації, ВМС, ЗСУ, крим, російські війська, U132",
uk_087,"прапор «Донецької народної республіки». Однак пізніше посадовець уточнив, що київські вболівальники начебто переплутали російський і французький прапори. Насправді ж французькі фанати вивісили банер «Крим — це Росія». Тепер на клуб чекає покарання від УЄФА. Але кияни зі загальним рахунком 4:3 вийшли в 1/8 фіналу турніру. Сергій Ребров, головний тренер «Динамо», коротко прокоментував перемогу своєї команди. «Головне — ми пройшли далі, і хлопці дотерпіли цю гру. Гадаю, дуже важливо довести, що ми",
uk_088,"адіоні? У минулому турі як на стадіоні в Сімферополі, так і в Севастополі разом з обов'язковим за регламентом прапором України був піднятий і російський. Про це повідомило видання ""Чемпіон"". ""Тому як Крим - Росія"", - кажуть в клубах-господарях. ""Які прапори мають бути вивішені на матчі ЧУ, вказано в... 07.04.2014 Львівщина: «Карпати» U-19 у гостях здобули вольову перемогу над «Шахтарем» U-19 6 квітня, «Карпати» U-19 на полі СТБ «Кірша» в рамках 8-го туру фінального турніру юніорської першості Ук",
uk_089,"Хвилин Їзди. вартість 3000 Рублів Добу оренда Без Комісії. вартість Вказана Орієнтовна, В Залежності Від Періоду Проживання Та Складу Відпочиваючих. Здаю будинок Відрадне Ялтинська міська рада Росія, Республіка Крим, Ялтинська Міська Рада, Селище Міського Типу Відрадне, Шосе Дражинського пансіонат Прибережний здається Будинок В Массандра Відрадне На Довгострокову Оренду. будинок Розташований В Елітному Районі Відрадне. Прекрасні Види Гір, Моря,. До Моря 15 Хвилин Ходьби. Будинок 3 Поверхи, На Пе",
uk_090,"Нагірному Карабасі, анексії українського півострова Крим, а також правдивості сюжетів, що транслюються на російському телебаченні. ""Ви знаєте, кілька людей російських повели бог знає куди і сказали: ""Крим наш!"". Чомусь. А ми вже 25 років тужімся, а в Карабасі чомусь так і є конфлікт. А все тому що йому треба продати своє зброю. І все. Ви взагалі, росіяни, великі кидали! Ви все одно неправду говорите вже дуже довгі-довгі століття"",  висловилася одна з місцевих мешканок. ""Коли ви почнете правду г",
uk_091,"ер 24 2016 о 4:31 PDT Раніше повідомлялося, що Пономарьову заборонили в'їзд до Росії. До цього у нього забрали депутатський мандат. Зазначимо, Пономарьов був єдиним, хто в Держдумі проголосував проти приєднання Криму до Росії. При цьому Пономарьов заявив, що вважає Крим ""руською землею"", однак нинішня політика не наближає єднання народів. У жовтні 2015 року Пономарьова позбавили депутатської недоторканності. Басманний суд Москви 17 липня санкціонував заочний арешт депутата у справі про розтрату",
uk_092,"тів, явка на кримському референдумі була на рівні 30%, - Сенченко - 112 Україна За оцінками незалежних експертів, явка на кримському референдумі була на рівні 30%, - Сенченко За даними екзит-полу, за возз'єднання Криму з Росією проголосували 93% учасників референдуму 00:05  17.03.2014 За оцінками незалежних експертів, явка на кримському референдумі була на рівні 30%. Про це в ефірі телеканалу ""112 Україна"" заявив нардеп від ""Батьківщини"" Андрій Сенченко. ""Насправді, за оцінками незалежними, явка",
uk_093,"ння навчань. ""Ми вжили всіх необхідних заходів обережності для захисту нашої особливо важливої інформації"", - додав Рамсден. У США зазначили, що з березня 2014 року, коли Росія анексувала український Крим, російські ВМФ стали ""більш агресивно» діяти, повернувшись у цьму до часу холодної війни між СРСР і США. За даними військово-морських аналітиків, за навчаннями стежить розвідувальний корабель ССВ-80 ""Прибалтика"", який входить до складу Тихоокеанського флоту і базується у Владивостоці. Він також",
uk_094,"ві, створив Митний союз і хотів перетворити Росію в духовний центр православ'я. ""А в результаті ми маємо безвідповідального політика з історією помилок і невдач. Такого хлопця з вулиці, який кричить ""Крим наш!"", і країну, яка ризикує опинитися в ізоляції від решти світу"", - зазначив Гельман, додавши, що до Росії тепер насторожено ставляться навіть ті, кому вигідно було співпрацювати з нею. ""Зараз світ бачить у Путіні не парламентера, але людину, яка повинна піти"", -підкреслив Гельман. Він вважає",
uk_095,"18 осіб через ухилення від служби. За даними Моніторингової місії ООН в Україні, у 2018 році щонайменше 21 чоловіка в окупованому Криму визнали винним в ухиленні від служби в російській армії. Теги: Crimea, Russia, армія",
uk_096,785 рр. Скасування кріпосної залежності селян в Австрійській імперії. Ліквідація козацького устрою Гетьманщини. Ліквідація Гетьманщини. Введення кріпосного права в Лівобережній і Слобідській Україні. Приєднання Криму до Росії. Українські землі в складі Російської та Австрійської імперій остаточно позбавляються автономного устрою. Вітчизняна війна Росії проти агресії Франції. 1813 - 1835 рр. Повстання декабристів (повстання Чернігівського полку) в Україні. Створений гурток «Руська трійця». 1846 -,
uk_097,"Англійський фотограф: «Забравши Крим, Росія не зупинилася. Це нагадує Голодомор» 15 Лютий 2018, 10:30 Самара Пірс – англійський фотограф. Вона приїхала до України, щоб презентувати виставку своїх колажів із книги-фотоальбому «Маски Голодомору». Надихнули на власний проект світлини її прадіда – австрійця, інженера Александра Вінерб",
uk_098,"тилюк, А. Демченко, Н. Чухонцева, І. Немченко, В. Загороднюк). У ході цих лекцій висвітлюються проблеми, пов’язані з діяльністю лабораторії. Професор М. Пентилюк виступала з лекціями у м.Севастополі (Республіка Крим). Членами лабораторії проведено презентації: другого видання збірника “Поетика Яра Славутича” (травень 2004 р.); книги Яра Славутича “Поезії та поеми” (жовтень 2004 р.); книги Яра Славутича “Дослідження та статті” (Едмонтон, 2006) на початку 2007 року. Участь у безпосередній роботі Т",
uk_099,"взагалі все наше. Придушення угорського повстання і «Празької весни»? Ми їх звільнили, а вони … Афганістан? Там завтра були б американці. Крим? Там завтра були б «бандерівці» і американці, і взагалі Крим наш. Керувати такою країною – насолода, зефір у шоколаді. Можуть, звичайно ж, знести пам’ятник, навіть винести з Мавзолею, але це ж буде потім і виключно з твоїм зображенням або опудалом. А поки живеш і рухаєш стрілки на карті в потрібному напрямку – схвалять усі, якщо, звичайно, не програєш і",
uk_100,"викликало різку негативну реакцію у Верховному Раді Республіки, серед кримчан. Протягом декількох днів була підготовлена ??і 6 травня 1992 прийнята Конституція Республіки Крим. Її основні положення: ""Республіка Крим є правовою, демократичною державою. На своїй території Республіка володіє верховним правом стосовно природних багатств, матеріальних, культурних і духовних цінностей"". ""Носієм суверенітету і єдиним джерелом державної влади є народ, який складають громадяни Республіки Крим усіх націон",
