#,doi,ru_score,c4_lang,url,openalex_url,doi_context,text_start,verified_ru_framing
40,10.21202/1993-047X.11.2017.2.83-99,0.5,ru,http://apeljournal.ru/index.php/journal/article/view/531,https://openalex.org/works/doi:10.21202/1993-047X.11.2017.2.83-99,"Оценка эффективности закупок государственного заказчика Республики Крым в условиях воссоединения с Российской Федерацией DOI: http://dx.doi.org/10.21202/1993-047X.11.2017.2.83-99 Татьяна Викторовна Свищук, Гульнара Талгатовна Гафурова Цель: анализ ос",Оценка эффективности закупок государственного заказчика Республики Крым в условиях воссоединения с Российской Федерацией DOI: http://dx.doi.org/10.21202/1993-047X.11.2017.2.83-99 Татьяна Викторовна Св,
41,10.21538/0134-4889-2018-24-2-266-279,0.5,ru,http://www.mathnet.ru/php/archive.phtml?wshow=paper&jrnid=timm&paperid=1541&option_lang=rus,https://openalex.org/works/doi:10.21538/0134-4889-2018-24-2-266-279,"а Президента Российской Федерации для государственной поддержки молодых российских ученых - кандидатов наук, код МК-176.2017.1 . DOI: https://doi.org/10.21538/0134-4889-2018-24-2-266-279 Образец цитирования: Ф. С. Стонякин, М. С. Алкуса, А. Н. Степан","Ф. С. Стонякин, М. С. Алкуса, А. Н. Степанов, М. А. Баринов, “Адаптивные алгоритмы зеркального спуска в задачах выпуклого программирования с липшицевыми ограничениями”, Тр. ИММ УрО РАН, 24, № 2, 2018,",
42,10.21684/2411-7897-2017-3-3-193-206,0.5,ru,https://vestnik.utmn.ru/sociology/vypuski/2017-tom-3/3/467415/,https://openalex.org/works/doi:10.21684/2411-7897-2017-3-3-193-206,"В. Н. Храпко // Вестник Тюменского государственного университета. Социально-экономические и правовые исследования. 2017. Том 3. № 3. С. 193-206. DOI: 10.21684/2411-7897-2017-3-3-193-206 Храпко Владимир Николаевич, кандидат биологических наук, доцент ",Автор: Храпко Владимир Николаевич Для цитирования: Храпко В. Н. Выбор структуры капитала на предприятии / В. Н. Храпко // Вестник Тюменского государственного университета. Социально-экономические и пр,
43,10.22378/2313-6197.2019-7-4.663-673,0.5,ru,http://goldhorde.ru/RU/stati2019-4-4/,https://openalex.org/works/doi:10.22378/2313-6197.2019-7-4.663-673,"е Главное меню / 2019. Т. 7, № 4. Akchurina-Muftieva N.M. 2019. Т. 7, № 4. Akchurina-Muftieva N.M. 2019. Т. 7, № 4. С. 663-673 DOI: http://dx.doi.org/10.22378/2313-6197.2019-7-4.663-673 ИСЛАМСКИЕ ТРАДИЦИИ СООРУЖЕНИЯ ВОДНЫХ ИСТОЧНИКОВ В КРЫМУ Н.М. Акч","2019. Т. 7, № 4. Akchurina-Muftieva N.M. - Золотоордынское обозрение Главное меню / 2019. Т. 7, № 4. Akchurina-Muftieva N.M. 2019. Т. 7, № 4. Akchurina-Muftieva N.M. 2019. Т. 7, № 4. С. 663-673 DOI: h",
44,10.22449/2413-5577-2020-2-122-130,0.5,ru,http://ecological-safety.ru/repository/issues/2020/02/10/,https://openalex.org/works/doi:10.22449/2413-5577-2020-2-122-130,"ибрежных наносах бухты Троицкой (Севастополь, Черное море) // Экологическая безопасность прибрежной и шельфовой зон моря. 2020. No 2. С. 122–130. doi:10.22449/2413-5577-2020-2-122-130 10.22449/2413-5577-2020-2-122-130 Санитарно-биологические исследов","Экологическая безопасность прибрежной и шельфовой зон моря | Статьи | Анаэробные бактерии в прибрежных наносах бухты Троицкой (Севастополь, Черное море) Анаэробные бактерии в прибрежных наносах бухты ",
45,10.23670/IRJ.2019.89.11.058,0.5,ru,https://research-journal.org/en/philology/evfemisticheskie-perifrazy-v-sovremennom-anglijskom-yazyke/,https://openalex.org/works/doi:10.23670/IRJ.2019.89.11.058,"Submit scientific paper, scientific publications, International Research Journal | Meždunarodnyj naučno-issledovatel’skij žurnal DOI: https://doi.org/10.23670/IRJ.2019.89.11.058 Download PDF ( ) Pages: 122-124 Issue: № 11 (89) Part 2 () Search in Goo","EUPHEMISTICAL PERIPHRASES IN MODERN ENGLISH | Submit scientific paper, scientific publications, International Research Journal | Meždunarodnyj naučno-issledovatel’skij žurnal DOI: https://doi.org/10.2",
46,10.23868/201703004,0.5,ru,http://eduherald.ru/ru/article/view?id=19346,https://openalex.org/works/doi:10.23868/201703004,"емин И. И., Зорин В. Л., Деев Р. В., Пулин А. А. Тканеинженерные конструкции для восстановления скелетной мышечной ткани. Гены и клетки. – 2017. doi: 10.23868/201703004 3.	Курмашова Е.Д., Яковлева О.В., Ситдикова Г.Ф. Изменение процессов эндоцитоза с",СОВРЕМЕННЫЕ МЕТОДЫ ВОССТАНОВЛЕНИЯ И РЕГЕНЕРАЦИИ ТКАНЕЙ СКЕЛЕТНЫХ МЫШЦ - Международный студенческий научный вестник (электронный научный журнал) 10.17513/msnv.19346 СОВРЕМЕННЫЕ МЕТОДЫ ВОССТАНОВЛЕНИЯ И ,
47,10.23934/2223-9022-2018-7-3-234-243,0.5,ru,https://www.jnmp.ru/jour/article/view/505/570,https://openalex.org/works/doi:10.23934/2223-9022-2018-7-3-234-243,"мощи при внегоспитальной остановке кровообращения. Журнал им. Н.В. Склифосовского «Неотложная медицинская помощь». 2018;7(3):234-243. https://doi.org/10.23934/2223-9022-2018-7-3-234-243 For citation: Birkun A.A., Altukhov A.V. The Registry as a Basis",Регистр как основа эпидемиологического контроля и оптимизации помощи при внегоспитальной остановке кровообращения | Биркун | Журнал им. Н.В. Склифосовского «Неотложная медицинская помощь» Медицинская ,
48,10.24411/2500-0365-2020-15110,0.5,ru,https://fkis74.ru/index.php/fkstdr/article/view/78,https://openalex.org/works/doi:10.24411/2500-0365-2020-15110,"КОЛЬНОЙ ОБРАЗОВАТЕЛЬНОЙ ОРГАНИЗАЦИИ Лина Андреевна Сварковская Севастопольский государственный университет. Севастополь, Россия. DOI: https://doi.org/10.24411/2500-0365-2020-15110 Ключевые слова: физкультурно-оздоровительная работа, дошкольная образо",ОРГАНИЗАЦИЯ ВЗАИМОДЕЙСТВИЯ СПЕЦИАЛИСТОВ В ФИЗКУЛЬТУРНО-ОЗДОРОВИТЕЛЬНОЙ РАБОТЕ ДОШКОЛЬНОЙ ОБРАЗОВАТЕЛЬНОЙ ОРГАНИЗАЦИИ | Физическая культура. Спорт. Туризм. Двигательная рекреация Том 5 № 1 (2020): Физи,
49,10.25684/NBG.scbook.146.2018.22,0.5,ru,http://scbook.nbgnscpro.com/vypuski-sbornika/2018-%E2%84%96-146/2018-%E2%84%96-146-22/,https://openalex.org/works/doi:10.25684/NBG.scbook.146.2018.22,"УДК 633.822: 577.19 DOI: 10.25684/NBG.scbook.146.2018.22 БИОЛОГИЧЕСКИ АКТИВНЫЕ ВЕЩЕСТВА MENTHA LONGIFOLIA L. Оксана Анатольевна Гребенникова, Анфиса Евгеньевна Палий, Валерий Дмитриевич Работягов 298648, Ре","УДК 633.822: 577.19 DOI: 10.25684/NBG.scbook.146.2018.22 БИОЛОГИЧЕСКИ АКТИВНЫЕ ВЕЩЕСТВА MENTHA LONGIFOLIA L. Оксана Анатольевна Гребенникова, Анфиса Евгеньевна Палий, Валерий Дмитриевич Работягов 2986",
50,10.26435/uc.v0i4(29,0.5,ru,http://journal.dnmu.ru/index.php/UC/article/view/162,https://openalex.org/works/doi:10.26435/uc.v0i4(29,"ко Медицинская академия имени С.И. Георгиевского ФГАОУ ВО «Крымский федеральный университет имени В.И. Вернадского», Симферополь DOI: https://doi.org/10.26435/uc.v0i4(29).162 Цель исследования – изучить клинико-анамнестические данные, особенности обр",КЛИНИКО-АНАМНЕСТИЧЕСКИЕ ФАКТОРЫ РИСКА РАЗВИТИЯ ПОСТМЕНОПАУЗАЛЬНОГО ОСТЕОПОРОЗА | Университетская клиника № 4(29) (2018): Университетская клиника / КЛИНИКО-АНАМНЕСТИЧЕСКИЕ ФАКТОРЫ РИСКА РАЗВИТИЯ ПОСТМЕ,
51,10.29039/article_5a3d2049b1e4a6.72412492,0.5,ru,https://riorpub.com/ru/nauka/issue/1031/view,https://openalex.org/works/doi:10.29039/article_5a3d2049b1e4a6.72412492," РАЦИОНАЛЬНОЕ ИСПОЛЬЗОВАНИЕ ВОДНЫХ РЕСУРСОВ ДЛИТЕЛЬНО ЭКСПЛУАТИРУЕМОГО СИМФЕРОПОЛЬСКОГО ВОДОХРАНИЛИЩА НА РЕКЕ САЛГИР, РЕСПУБЛИКА КРЫМ https://doi.org/10.29039/article_5a3d2049b1e4a6.72412492 с 212 по 218 Потапенко Юрий Яковлевич , Волосухин Яков Викт",Главная / Журналы / Строительство и архитектура / Том 5 Номер 4 5 №4 Опубликован https://doi.org/10.29039/issue_5a3d2044b9bf59.57568662 Формулы для определения деформаций внешне статически неопределим,
52,10.29039/article_5a3d204a5fb5c5.18064086,0.5,ru,https://riorpub.com/ru/nauka/issue/1031/view,https://openalex.org/works/doi:10.29039/article_5a3d204a5fb5c5.18064086,"/doi.org/10.29039/article_5a3d204c4d8e53.10841944 Технология удаления био-обрастаний на водозаборных сооружениях систем водоснабжения https://doi.org/10.29039/article_5a3d204a5fb5c5.18064086 Экологическая безопасность водозабора, залог надёжности раб",Главная / Журналы / Строительство и архитектура / Том 5 Номер 4 5 №4 Опубликован https://doi.org/10.29039/issue_5a3d2044b9bf59.57568662 Формулы для определения деформаций внешне статически неопределим,
53,10.29039/article_5a3d204bc8fda5.11319564,0.5,ru,https://riorpub.com/ru/nauka/issue/1031/view,https://openalex.org/works/doi:10.29039/article_5a3d204bc8fda5.11319564,"doi.org/10.29039/article_5a3d204a5fb5c5.18064086 Экологическая безопасность водозабора, залог надёжности работы системы водоснабжения https://doi.org/10.29039/article_5a3d204bc8fda5.11319564 с 238 по 240",Главная / Журналы / Строительство и архитектура / Том 5 Номер 4 5 №4 Опубликован https://doi.org/10.29039/issue_5a3d2044b9bf59.57568662 Формулы для определения деформаций внешне статически неопределим,
54,10.29039/article_5a3d204c4d8e53.10841944,0.5,ru,https://riorpub.com/ru/nauka/issue/1031/view,https://openalex.org/works/doi:10.29039/article_5a3d204c4d8e53.10841944,"БЛИКА КРЫМ https://doi.org/10.29039/article_5a3d2049b1e4a6.72412492 с 212 по 218 Потапенко Юрий Яковлевич , Волосухин Яков Викторович https://doi.org/10.29039/article_5a3d204c4d8e53.10841944 Технология удаления био-обрастаний на водозаборных сооружен",Главная / Журналы / Строительство и архитектура / Том 5 Номер 4 5 №4 Опубликован https://doi.org/10.29039/issue_5a3d2044b9bf59.57568662 Формулы для определения деформаций внешне статически неопределим,
55,10.29039/article_5a40b0089ddbd3.96268787,0.5,ru,https://riorpub.com/ru/nauka/issue/1031/view,https://openalex.org/works/doi:10.29039/article_5a40b0089ddbd3.96268787,"ермы от действия сосредоточенной и распределенной нагрузки Белянкин Никита Андреевич , Бойко Андрей Юрьевич , Плясова Анна Алексеевна https://doi.org/10.29039/article_5a40b0089ddbd3.96268787 с 201 по 207 РАЦИОНАЛЬНОЕ ИСПОЛЬЗОВАНИЕ ВОДНЫХ РЕСУРСОВ ДЛИ",Главная / Журналы / Строительство и архитектура / Том 5 Номер 4 5 №4 Опубликован https://doi.org/10.29039/issue_5a3d2044b9bf59.57568662 Формулы для определения деформаций внешне статически неопределим,
56,10.29039/issue_5a3d2044b9bf59.57568662,0.5,ru,https://riorpub.com/ru/nauka/issue/1031/view,https://openalex.org/works/doi:10.29039/issue_5a3d2044b9bf59.57568662,Главная / Журналы / Строительство и архитектура / Том 5 Номер 4 5 №4 Опубликован https://doi.org/10.29039/issue_5a3d2044b9bf59.57568662 Формулы для определения деформаций внешне статически неопределимой фермы от действия сосредоточенной и распределен,Главная / Журналы / Строительство и архитектура / Том 5 Номер 4 5 №4 Опубликован https://doi.org/10.29039/issue_5a3d2044b9bf59.57568662 Формулы для определения деформаций внешне статически неопределим,
57,10.31857/S055510992003006X,0.5,ru,https://sciencejournals.ru/view-article/?j=prikbio&y=2020&v=56&n=3&a=PrikBio2003006Kishkovskaya,https://openalex.org/works/doi:10.31857/S055510992003006X,"хересные дрожжи, Saccharomyces cerevisae, ITS, Flo11, генотипирование, физиолого-биохимические свойства, пленкообразование, альдегидообразование DOI: 10.31857/S055510992003006X Саенко Н.Ф., Козуб Г.И., Авербух Б.Я., Шур И.М. Вино херес и технология е","Прикладная биохимия и микробиология. T. 56, Номер 3, 2020 T. 56, № 3, 2020 Прикладная биохимия и микробиология, 2020, T. 56, № 3, стр. 275-282 Природные штаммы дрожжей Saccharomyces cerevisiae, перспе",
58,10.33186/1027-3689-2019-1-97-101,0.5,ru,https://ntb.gpntb.ru/jour/article/view/387,https://openalex.org/works/doi:10.33186/1027-3689-2019-1-97-101,"Четвёртая Музейная ассамблея в Крыму. Обзор работы | Соколова | Научные и технические библиотеки Главная > № 1 (2019) > Соколова https://doi.org/10.33186/1027-3689-2019-1-97-101 Представлен обзор работы Четвёртой Музейной ассамблеи, прошедшей в рамка",Четвёртая Музейная ассамблея в Крыму. Обзор работы | Соколова | Научные и технические библиотеки Главная > № 1 (2019) > Соколова https://doi.org/10.33186/1027-3689-2019-1-97-101 Представлен обзор рабо,
59,10.33925/1683-2981-2019-17-2-29-34,0.5,ru,https://www.endodont.ru/jour/article/view/195,https://openalex.org/works/doi:10.33925/1683-2981-2019-17-2-29-34,"ыт применения биоактивного геля с коллоидным серебром при лечении хронического апикального периодонтита С. А. Демьяненко, Ю. В. Тофан https://doi.org/10.33925/1683-2981-2019-17-2-29-34 Цель. Наряду с совершенствованием методик медико-инструментальной","Клинический опыт применения биоактивного геля с коллоидным серебром при лечении хронического апикального периодонтита | Демьяненко | Эндодонтия Today Главная > Том 17, № 2 (2019) > Демьяненко Клиничес",
